,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,4.47979357453219,-1.6257996059973474,1.0481524637879982,-0.9356890228558119,0.9173971911208558,1.0277828016346606,0.8315387568467885,1.471237839221279,0.5151837567101336,-0.4494978061058485,-1.2428653296897993,-0.16977154173892273,0.8593278959332473,0.26310506017286484,-1.3611262092671086,0.6554178052059734,-0.8885248839463649,-0.09972378231787538,0.4706070616459965,-0.012551823372850102,-0.19236575834512282,-0.19905456065958466,0.502890736290553,0.22833715281571365,0.3527442885183335,3
1,4.35607380067229,-0.06828908459610927,2.0161738789592527,-1.5167825598014182,-0.4188641500881824,-0.5825346369820013,1.7148938853698898,-0.026680837075205188,0.9852777261265713,-0.8307246040105802,-1.7235565666114872,1.1714812044903637,-0.2655749883633318,-0.2764253312481355,-0.13361474257891537,0.15766363626194058,-0.5058845381894643,0.3591341959211318,-0.42080304643851285,0.929058016324811,0.49504058408098406,-0.30601854863833466,0.8883671294954322,-0.23723598586243333,0.7100424708480908,3
2,4.243180593897771,2.5609616211014288,4.363071909949569,0.1825322754473544,1.7738799941323522,-0.36287313879929073,0.43152756794129354,-1.3080317997112267,0.44978089644765173,-1.9575299671387973,0.1893549597982528,2.2900691037933565,1.1978075888103688,-0.13115984063526676,-0.7868889415959693,1.2679364705251417,0.6246276084927487,-0.5046827453754226,-0.5591949379479713,-0.08161800299329847,0.2560915179478388,0.24287228736992336,0.43472444005320987,-0.35672382507330874,-0.6469960383195553,4
3,-3.013748482440466,0.7259831169811237,2.3266720730715296,-3.2881827864453657,-2.3095736025669495,1.9099851671963304,-1.0831191552110537,0.22678647572416955,-0.11298768769645662,0.19113155606156673,-0.13919677632131267,-1.4086158340271595,0.38401990096418204,-1.1510026166434248,-0.5049615044176925,-1.5581036815899356,0.2735009921864442,-0.8912814596988974,1.533582882038988,-0.700066188015338,-0.11340176353333165,0.18643848269772859,0.566017099984922,-0.0660687302493892,0.5000483553247261,3
4,4.2465648720716995,5.966600449714761,-0.2463020573489143,-0.7899785226475688,-2.0967612555031696,-1.712339366587857,-0.7690247723746837,0.5169497160801424,0.7885774242556307,-1.1256382610100437,-1.6424601310549998,0.14282769628752523,0.7278650435411926,0.05162604892069855,1.5095159285817026,-0.6522736700913044,-0.6141788039500258,0.29579284753959634,-0.9704685562330098,1.1799837743718449,-0.7938592310678732,0.10704606740134498,0.21816737377288964,0.45697289805368335,0.14789420816693996,3
5,3.3372510087890053,-1.7363754334268007,1.0909281202988144,0.37378950393032007,1.4838690322599801,-0.5640975174225806,1.7118322330669131,-1.1776294475661404,0.2760563117432717,-1.3307524663797379,2.013072131648488,1.6792984160897708,-1.5431334228601348,-0.10692917646758615,-1.1925520596630081,-0.6094781185388268,-0.32291027230969993,0.0602448510849487,0.6781069783719014,-1.150712102733088,-0.3256114683341307,0.25041691295486507,0.30822053143155215,0.41104549075059116,0.09073593361741086,4
6,0.3428011104722035,4.416655794839519,-1.326934864136173,-1.2799355562059818,0.5828017018310367,-0.08167674561632499,0.8570998142443096,0.5981980664047037,0.9379436495837266,-0.31126629842788084,-1.1253899957987212,1.332150735582685,0.4790621084845641,0.3893377717565669,1.7873726922709792,0.5291513320179395,-0.48904061993253967,0.2584317224537349,-0.8835046382509377,0.7605468075424651,-0.6604433014666309,-0.0911304446102193,0.3546100959846735,0.4312595060595268,0.21099707709516566,3
7,3.2840983805968005,3.9887517004497752,0.05900996699948635,0.7409361204629019,1.7106819493696668,-2.74140414493328,-0.5668557439105055,1.467584795485287,-0.9256534439597641,1.032416744494504,1.570581593503455,0.6504429673447665,-0.8048971414544909,0.19115177459430788,-0.491138566348584,0.10986645700827324,0.9949815396623622,-1.6421098015832545,0.24795161171663826,0.6344971087063056,-0.13821034493205686,-0.2604225946245887,-0.23486080363248762,-1.1087886991645188,-0.3623677570352484,3
8,3.1340831093564905,6.28582752887622,0.41512011689116646,0.8524232283818383,0.20543842608342255,-1.314494145908449,-1.8319538591093025,-1.5641070963637949,-1.6649931352491874,-0.5661516853549509,-0.6283400417718661,0.4996170242136153,0.0645296888622664,-0.43537034986826306,-1.1202511536948285,0.8775412595263372,0.21157466017578597,1.4588475048671636,-0.807365478143875,-1.473104164208535,-0.6582076331931073,0.7957829621579677,-0.7759621129459471,-0.15199651985019424,0.2428407417931401,3
9,3.2975459958203306,1.7473883679807525,-1.438345989376686,1.1794552286466549,-1.1492139808723172,0.04445594166940037,2.1195818068936307,0.5466358888723928,0.21021791947606072,1.355531060999039,1.2763376127971486,-0.03687842688222265,0.0028980602253341203,0.008954432479222785,-0.46623784663762136,0.11151834126569815,1.041965998751299,0.6721838274577268,0.7561794862356468,0.18942963572981442,-0.265940112060829,-0.07939552040480097,-0.6698369065117658,-0.4287239680615288,-0.4213016990659838,3
